strategy,sparsity_pct,split,method,n_buildings,mae,rmse,bias,med_ae,p90_ae,pearson,spearman,mae_30m,mae_40m,rr_mean,rr_med
random,0.1,test_ny,D_sparse_mono,728,28.163827556991386,31.842740915754845,-25.507633318004956,36.27855700141299,40.3230261881491,0.04375676244276967,-0.27471236264279697,36.82057095187509,37.94794881401602,-0.9975961326427101,-0.9270818831280532
random,0.1,test_ny,E_sparse_coarse,728,21.69838554633994,24.275499683256037,-19.873517174306606,26.47916603088379,32.10795569419861,0.5939183336206261,0.4684514328840147,28.13298525481808,29.527847860900447,-0.5108197646522254,-0.4688116945470179
random,0.5,test_ny,A_coarse,728,15.310683113348844,17.229816992821878,-14.076872021144071,16.376408576965332,24.311287879943848,0.8525406513603908,0.7861556473552086,19.39782981313005,20.781251880484568,0.0,0.0
random,0.5,test_ny,B_monocular,728,21.011705367181165,27.345655365243573,15.002603730064008,15.519070625305176,47.99007129669191,0.13607553843566203,0.028974297732292657,13.871470599271813,16.826632231054173,1.299508337226556,0.9680564247216579
random,0.5,test_ny,F1_nn,728,3.497947575642144,10.306840075927354,-2.5973898877164574,0.022554397583007812,11.408831501007104,0.8435387800645315,0.8409660401368856,4.088005774605031,4.036256508088448,0.8550652204362528,0.99912759525566
random,0.5,test_ny,F2_linear,728,4.182220655831171,10.055922309810269,-2.2998434649268678,0.8611106872558594,13.13119087219239,0.8487176534785847,0.8284918154605958,4.892371213709821,4.8459867996649,0.8845118608704644,1.031170509259742
random,0.5,test_ny,F4_depth_affine,728,28.207527078039544,31.9417660078664,-25.68469736826987,36.65087754506385,40.50321474582466,0.02525524646267892,-0.28156100343015017,37.030865267129464,38.781126798733276,-1.0444428610875656,-0.9295038465382806
random,0.5,test_ny,D_sparse_mono,728,28.207527078039544,31.9417660078664,-25.68469736826987,36.65087754506385,40.50321474582466,0.02525524646267892,-0.28156100343015017,37.030865267129464,38.781126798733276,-1.0444428610875656,-0.9295038465382806
random,0.5,test_ny,E_sparse_coarse,728,21.747898766906722,24.341808977733518,-19.95569052412875,26.56080389022827,32.107788276672366,0.5988614897658636,0.47015360530454886,28.264498722553252,29.935330777101115,-0.5334474300239485,-0.46431152680821763
random,1.0,test_ny,A_coarse,728,15.310683113348844,17.229816992821878,-14.076872021144071,16.376408576965332,24.311287879943848,0.8525406513603908,0.7861556473552086,19.39782981313005,20.781251880484568,0.0,0.0
random,1.0,test_ny,B_monocular,728,21.011705367181165,27.345655365243573,15.002603730064008,15.519070625305176,47.99007129669191,0.13607553843566203,0.028974297732292657,13.871470599271813,16.826632231054173,1.299508337226556,0.9680564247216579
random,1.0,test_ny,F1_nn,728,1.3712724982172373,5.909609017939437,-0.94828003508571,0.012923240661621094,1.297198104858408,0.9425870362753861,0.9417906706281178,1.6053442535351734,1.2939990372724937,0.9699622112893245,0.9996026780209837
random,1.0,test_ny,F2_linear,728,2.164854600671218,5.800931631923169,-0.5722882037248033,0.7389950752258301,3.9081175565719772,0.9434856928563672,0.9253057661899311,2.4189251987301574,2.0444248226326955,0.9979725109635785,1.030238360989157
